,fips,state_abbreviation,area_name,Revenue_retail,Business_black_owned_pct
1333,26157,MI,Tuscola County,432316,0.0
1334,26159,MI,Van Buren County,556714,0.0
1335,26161,MI,Washtenaw County,3681086,7.5
1336,26163,MI,Wayne County,17275751,28.6
1337,26165,MI,Wexford County,525400,0.0
1338,27000,,Minnesota,71384103,2.5
1339,27001,MN,Aitkin County,147509,0.0
1340,27003,MN,Anoka County,3738881,2.3
1341,27005,MN,Becker County,373467,0.0
1342,27007,MN,Beltrami County,627360,0.0
1343,27009,MN,Benton County,495214,0.0
1344,27011,MN,Big Stone County,32850,0.0
1345,27013,MN,Blue Earth County,1211463,0.0
1346,27015,MN,Brown County,301204,0.0
1347,27017,MN,Carlton County,357385,0.0
1348,27019,MN,Carver County,807141,0.0
1349,27021,MN,Cass County,276752,0.0
1350,27023,MN,Chippewa County,168339,0.0
1351,27025,MN,Chisago County,428633,0.0
1352,27027,MN,Clay County,630252,0.0
1353,27029,MN,Clearwater County,42917,0.0
1354,27031,MN,Cook County,61860,0.0
1355,27033,MN,Cottonwood County,90280,0.0
1356,27035,MN,Crow Wing County,1141915,0.0
1357,27037,MN,Dakota County,5163980,2.8
1358,27039,MN,Dodge County,91773,0.0
1359,27041,MN,Douglas County,625509,0.0
1360,27043,MN,Faribault County,116717,0.0
1361,27045,MN,Fillmore County,176767,0.0
1362,27047,MN,Freeborn County,492110,0.0
1363,27049,MN,Goodhue County,595766,0.0
1364,27051,MN,Grant County,56392,0.0
1365,27053,MN,Hennepin County,22278830,5.2
1366,27055,MN,Houston County,152459,0.0
1367,27057,MN,Hubbard County,200851,0.0
1368,27059,MN,Isanti County,405211,0.0
1369,27061,MN,Itasca County,521587,0.0
1370,27063,MN,Jackson County,80280,0.0
1371,27065,MN,Kanabec County,150453,0.0
1372,27067,MN,Kandiyohi County,597567,0.0
1373,27069,MN,Kittson County,41288,0.0
1374,27071,MN,Koochiching County,164966,0.0
1375,27073,MN,Lac qui Parle County,61599,0.0
1376,27075,MN,Lake County,119763,0.0
1377,27077,MN,Lake of the Woods County,39851,0.0
1378,27079,MN,Le Sueur County,206212,0.0
1379,27081,MN,Lincoln County,53106,0.0
1380,27083,MN,Lyon County,378877,0.0
1381,27085,MN,McLeod County,477130,0.0
1382,27087,MN,Mahnomen County,20236,0.0
1383,27089,MN,Marshall County,118568,0.0
1384,27091,MN,Martin County,268228,0.0
1385,27093,MN,Meeker County,174062,0.0
1386,27095,MN,Mille Lacs County,251779,0.0
1387,27097,MN,Morrison County,361223,0.0
1388,27099,MN,Mower County,347668,0.0
1389,27101,MN,Murray County,46600,0.0
1390,27103,MN,Nicollet County,164856,0.0
1391,27105,MN,Nobles County,303588,0.0
1392,27107,MN,Norman County,52466,0.0
1393,27109,MN,Olmsted County,2182050,0.0
1394,27111,MN,Otter Tail County,704539,0.0
1395,27113,MN,Pennington County,209522,0.0
1396,27115,MN,Pine County,243454,0.0
1397,27117,MN,Pipestone County,110916,0.0
1398,27119,MN,Polk County,297780,0.0
1399,27121,MN,Pope County,103471,0.0
1400,27123,MN,Ramsey County,6156546,5.6
1401,27125,MN,Red Lake County,41090,0.0
1402,27127,MN,Redwood County,156822,0.0
1403,27129,MN,Renville County,116957,0.0
1404,27131,MN,Rice County,599153,0.0
1405,27133,MN,Rock County,109119,0.0
1406,27135,MN,Roseau County,179942,0.0
1407,27137,MN,St. Louis County,2760528,0.9
1408,27139,MN,Scott County,1169699,1.5
1409,27141,MN,Sherburne County,844316,0.0
1410,27143,MN,Sibley County,75457,0.0
1411,27145,MN,Stearns County,2423575,0.0
1412,27147,MN,Steele County,543894,0.0
1413,27149,MN,Stevens County,170056,0.0
1414,27151,MN,Swift County,80615,0.0
1415,27153,MN,Todd County,160034,0.0
1416,27155,MN,Traverse County,45484,0.0
1417,27157,MN,Wabasha County,210766,0.0
1418,27159,MN,Wadena County,177697,0.0
1419,27161,MN,Waseca County,163649,0.0
1420,27163,MN,Washington County,2690704,1.5
1421,27165,MN,Watonwan County,70359,0.0
1422,27167,MN,Wilkin County,56267,0.0
1423,27169,MN,Winona County,666138,1.5
1424,27171,MN,Wright County,1458815,0.0
1425,27173,MN,Yellow Medicine County,112949,0.0
1426,28000,,Mississippi,33751407,18.0
1427,28001,MS,Adams County,427733,23.3
1428,28003,MS,Alcorn County,527641,0.0
1429,28005,MS,Amite County,36342,0.0
1430,28007,MS,Attala County,171350,0.0
1431,28009,MS,Benton County,25101,0.0
1432,28011,MS,Bolivar County,303409,28.9
1433,28013,MS,Calhoun County,94108,0.0
1434,28015,MS,Carroll County,24204,0.0
1435,28017,MS,Chickasaw County,128019,0.0
1436,28019,MS,Choctaw County,30814,0.0
1437,28021,MS,Claiborne County,39271,40.0
1438,28023,MS,Clarke County,58099,0.0
1439,28025,MS,Clay County,126026,0.0
1440,28027,MS,Coahoma County,260323,33.0
1441,28029,MS,Copiah County,143069,19.7
1442,28031,MS,Covington County,171612,12.3
1443,28033,MS,DeSoto County,2069453,13.0
1444,28035,MS,Forrest County,2121634,12.4
1445,28037,MS,Franklin County,20884,0.0
1446,28039,MS,George County,231543,4.9
1447,28041,MS,Greene County,39126,0.0
1448,28043,MS,Grenada County,377005,14.5
1449,28045,MS,Hancock County,383192,0.0
1450,28047,MS,Harrison County,2903219,10.7
1451,28049,MS,Hinds County,2992625,37.5
1452,28051,MS,Holmes County,114372,39.7
1453,28053,MS,Humphreys County,81350,0.0
1454,28055,MS,Issaquena County,0,0.0
1455,28057,MS,Itawamba County,135017,0.0
1456,28059,MS,Jackson County,1305043,12.5
1457,28061,MS,Jasper County,68927,0.0
1458,28063,MS,Jefferson County,18620,0.0
1459,28065,MS,Jefferson Davis County,57305,32.2
1460,28067,MS,Jones County,816399,6.9
1461,28069,MS,Kemper County,46672,34.7
1462,28071,MS,Lafayette County,507113,0.0
1463,28073,MS,Lamar County,991801,0.0
1464,28075,MS,Lauderdale County,1320584,19.0
1465,28077,MS,Lawrence County,46762,0.0
1466,28079,MS,Leake County,180447,24.5
1467,28081,MS,Lee County,1439479,7.8
1468,28083,MS,Leflore County,438713,0.0
1469,28085,MS,Lincoln County,501974,17.5
1470,28087,MS,Lowndes County,809310,11.3
1471,28089,MS,Madison County,1268437,17.5
1472,28091,MS,Marion County,259002,0.0
1473,28093,MS,Marshall County,166379,36.8
1474,28095,MS,Monroe County,281974,7.1
1475,28097,MS,Montgomery County,136579,25.6
1476,28099,MS,Neshoba County,255834,0.0
1477,28101,MS,Newton County,146663,0.0
1478,28103,MS,Noxubee County,82888,0.0
1479,28105,MS,Oktibbeha County,387892,0.0
1480,28107,MS,Panola County,384416,0.0
1481,28109,MS,Pearl River County,615612,0.0
1482,28111,MS,Perry County,60391,0.0
1483,28113,MS,Pike County,544686,29.2
1484,28115,MS,Pontotoc County,203614,0.0
1485,28117,MS,Prentiss County,162043,5.9
1486,28119,MS,Quitman County,24719,34.3
1487,28121,MS,Rankin County,2226182,7.6
1488,28123,MS,Scott County,235128,18.9
1489,28125,MS,Sharkey County,30978,0.0
1490,28127,MS,Simpson County,212575,17.0
1491,28129,MS,Smith County,51097,14.8
1492,28131,MS,Stone County,190727,0.0
1493,28133,MS,Sunflower County,211330,29.5
1494,28135,MS,Tallahatchie County,56799,13.5
1495,28137,MS,Tate County,237674,19.1
1496,28139,MS,Tippah County,130910,0.0
1497,28141,MS,Tishomingo County,112571,0.0
1498,28143,MS,Tunica County,130682,32.2
1499,28145,MS,Union County,267289,0.0
1500,28147,MS,Walthall County,124687,41.1
1501,28149,MS,Warren County,606527,18.8
1502,28151,MS,Washington County,577738,43.9
1503,28153,MS,Wayne County,178937,0.0
1504,28155,MS,Webster County,69649,0.0
1505,28157,MS,Wilkinson County,59831,0.0
1506,28159,MS,Winston County,183152,0.0
1507,28161,MS,Yalobusha County,59650,17.1
1508,28163,MS,Yazoo County,230475,0.0
1509,29000,,Missouri,76575216,4.9
1510,29001,MO,Adair County,310089,0.0
1511,29003,MO,Andrew County,79988,0.0
1512,29005,MO,Atchison County,86619,0.0
1513,29007,MO,Audrain County,247806,0.0
1514,29009,MO,Barry County,413782,0.0
1515,29011,MO,Barton County,135142,0.0
1516,29013,MO,Bates County,135422,0.0
1517,29015,MO,Benton County,174325,0.0
1518,29017,MO,Bollinger County,59556,0.0
1519,29019,MO,Boone County,3012263,0.0
1520,29021,MO,Buchanan County,1438683,0.0
1521,29023,MO,Butler County,634785,0.0
1522,29025,MO,Caldwell County,34109,0.0
1523,29027,MO,Callaway County,331093,0.0
1524,29029,MO,Camden County,677919,0.0
1525,29031,MO,Cape Girardeau County,1353015,2.5
1526,29033,MO,Carroll County,60608,0.0
1527,29035,MO,Carter County,27709,0.0
1528,29037,MO,Cass County,898675,0.0
1529,29039,MO,Cedar County,119883,0.0
1530,29041,MO,Chariton County,51816,0.0
1531,29043,MO,Christian County,716787,0.0
1532,29045,MO,Clark County,88695,0.0
1533,29047,MO,Clay County,3366942,2.3
1534,29049,MO,Clinton County,147247,0.0
1535,29051,MO,Cole County,1203694,0.0
1536,29053,MO,Cooper County,225574,0.0
1537,29055,MO,Crawford County,174262,0.0
1538,29057,MO,Dade County,46902,0.0
1539,29059,MO,Dallas County,144726,0.0
1540,29061,MO,Daviess County,45292,0.0
1541,29063,MO,DeKalb County,128002,0.0
1542,29065,MO,Dent County,124535,0.0
1543,29067,MO,Douglas County,93694,0.0
1544,29069,MO,Dunklin County,371322,3.5
1545,29071,MO,Franklin County,1326744,0.0
1546,29073,MO,Gasconade County,146014,0.0
1547,29075,MO,Gentry County,59228,0.0
1548,29077,MO,Greene County,4710360,1.9
1549,29079,MO,Grundy County,88259,0.0
1550,29081,MO,Harrison County,143542,0.0
1551,29083,MO,Henry County,284256,0.0
1552,29085,MO,Hickory County,49990,0.0
1553,29087,MO,Holt County,35782,0.0
1554,29089,MO,Howard County,88059,0.0
1555,29091,MO,Howell County,545843,0.0
1556,29093,MO,Iron County,65805,0.0
1557,29095,MO,Jackson County,8460776,10.1
1558,29097,MO,Jasper County,1967427,0.0
1559,29099,MO,Jefferson County,1709786,0.0
1560,29101,MO,Johnson County,412938,0.0
1561,29103,MO,Knox County,27773,0.0
1562,29105,MO,Laclede County,469720,0.0
1563,29107,MO,Lafayette County,301376,0.0
1564,29109,MO,Lawrence County,419502,0.0
1565,29111,MO,Lewis County,59309,0.0
1566,29113,MO,Lincoln County,433169,0.0
1567,29115,MO,Linn County,117732,0.0
1568,29117,MO,Livingston County,234535,0.0
1569,29119,MO,McDonald County,223284,0.0
1570,29121,MO,Macon County,156455,0.0
1571,29123,MO,Madison County,106559,0.0
1572,29125,MO,Maries County,46261,0.0
1573,29127,MO,Marion County,422995,0.0
1574,29129,MO,Mercer County,20164,0.0
1575,29131,MO,Miller County,451776,0.0
1576,29133,MO,Mississippi County,161504,0.0
1577,29135,MO,Moniteau County,159656,0.0
1578,29137,MO,Monroe County,47986,0.0
1579,29139,MO,Montgomery County,81503,0.0
1580,29141,MO,Morgan County,191467,0.0
1581,29143,MO,New Madrid County,509771,0.0
1582,29145,MO,Newton County,605682,0.0
1583,29147,MO,Nodaway County,206771,0.0
1584,29149,MO,Oregon County,90916,0.0
1585,29151,MO,Osage County,132832,0.0
1586,29153,MO,Ozark County,45982,0.0
1587,29155,MO,Pemiscot County,209476,0.0
1588,29157,MO,Perry County,263521,0.0
1589,29159,MO,Pettis County,547263,0.0
1590,29161,MO,Phelps County,632535,1.3
1591,29163,MO,Pike County,161331,0.0
1592,29165,MO,Platte County,1737430,3.4
1593,29167,MO,Polk County,275957,0.0
1594,29169,MO,Pulaski County,376475,2.8
1595,29171,MO,Putnam County,38629,0.0
1596,29173,MO,Ralls County,60215,0.0
1597,29175,MO,Randolph County,293462,0.0
1598,29177,MO,Ray County,141668,0.0
1599,29179,MO,Reynolds County,28708,0.0
1600,29181,MO,Ripley County,92395,0.0
1601,29183,MO,St. Charles County,4408513,2.0
1602,29185,MO,St. Clair County,64746,0.0
1603,29186,MO,Ste. Genevieve County,148176,0.0
1604,29187,MO,St. Francois County,685764,0.0
1605,29189,MO,St. Louis County,17237496,10.5
1606,29195,MO,Saline County,230299,0.0
1607,29197,MO,Schuyler County,32109,0.0
1608,29199,MO,Scotland County,39408,0.0
1609,29201,MO,Scott County,358429,0.0
1610,29203,MO,Shannon County,26168,0.0
1611,29205,MO,Shelby County,49094,0.0
1612,29207,MO,Stoddard County,436085,0.0
1613,29209,MO,Stone County,222907,0.0
1614,29211,MO,Sullivan County,45021,0.0
1615,29213,MO,Taney County,833027,0.0
1616,29215,MO,Texas County,167843,0.0
1617,29217,MO,Vernon County,200581,0.0
1618,29219,MO,Warren County,317983,0.0
1619,29221,MO,Washington County,124339,0.0
1620,29223,MO,Wayne County,65784,0.0
1621,29225,MO,Webster County,294218,0.0
1622,29227,MO,Worth County,13164,0.0
1623,29229,MO,Wright County,237875,0.0
1624,29510,MO,St. Louis city,2496672,21.4
1625,30000,,Montana,14686854,0.2
1626,30001,MT,Beaverhead County,122910,0.0
1627,30003,MT,Big Horn County,87369,0.0
1628,30005,MT,Blaine County,44240,0.0
1629,30007,MT,Broadwater County,59235,0.0
1630,30009,MT,Carbon County,60650,0.0
1631,30011,MT,Carter County,11929,0.0
1632,30013,MT,Cascade County,1302292,0.0
1633,30015,MT,Chouteau County,44696,0.0
1634,30017,MT,Custer County,199923,0.0
1635,30019,MT,Daniels County,26586,0.0
1636,30021,MT,Dawson County,118284,0.0
1637,30023,MT,Deer Lodge County,71477,0.0
1638,30025,MT,Fallon County,26323,0.0
1639,30027,MT,Fergus County,135416,0.0
1640,30029,MT,Flathead County,1581348,0.0
1641,30031,MT,Gallatin County,1791758,0.0
1642,30033,MT,Garfield County,10240,0.0
1643,30035,MT,Glacier County,106256,0.0
1644,30037,MT,Golden Valley County,0,0.0
1645,30039,MT,Granite County,23787,0.0
1646,30041,MT,Hill County,231140,0.0
1647,30043,MT,Jefferson County,39880,0.0
1648,30045,MT,Judith Basin County,5468,0.0
1649,30047,MT,Lake County,276964,0.0
1650,30049,MT,Lewis and Clark County,972926,0.0
1651,30051,MT,Liberty County,15603,0.0
1652,30053,MT,Lincoln County,170563,0.0
1653,30055,MT,McCone County,18033,0.0
1654,30057,MT,Madison County,48923,0.0
1655,30059,MT,Meagher County,16374,0.0
1656,30061,MT,Mineral County,46129,0.0
1657,30063,MT,Missoula County,2179398,0.3
1658,30065,MT,Musselshell County,33610,0.0
1659,30067,MT,Park County,208923,0.0
1660,30069,MT,Petroleum County,0,0.0
1661,30071,MT,Phillips County,34033,0.0
1662,30073,MT,Pondera County,64672,0.0
1663,30075,MT,Powder River County,13808,0.0
1664,30077,MT,Powell County,35007,0.0
1665,30079,MT,Prairie County,7425,0.0
1666,30081,MT,Ravalli County,344777,0.0
1667,30083,MT,Richland County,128640,0.0
1668,30085,MT,Roosevelt County,99861,0.0
1669,30087,MT,Rosebud County,53358,0.0
1670,30089,MT,Sanders County,82124,0.0
1671,30091,MT,Sheridan County,31524,0.0
1672,30093,MT,Silver Bow County,504698,0.0
1673,30095,MT,Stillwater County,103225,0.0
1674,30097,MT,Sweet Grass County,42651,0.0
1675,30099,MT,Teton County,43930,0.0
1676,30101,MT,Toole County,54824,0.0
1677,30103,MT,Treasure County,0,0.0
1678,30105,MT,Valley County,81315,0.0
1679,30107,MT,Wheatland County,18254,0.0
1680,30109,MT,Wibaux County,4305,0.0
1681,30111,MT,Yellowstone County,2840723,0.4
1682,31000,,Nebraska,26486612,1.8
1683,31001,NE,Adams County,360802,0.0
1684,31003,NE,Antelope County,57007,0.0
1685,31005,NE,Arthur County,937,0.0
1686,31007,NE,Banner County,0,0.0
1687,31009,NE,Blaine County,0,0.0
1688,31011,NE,Boone County,81645,0.0
1689,31013,NE,Box Butte County,82175,0.0
1690,31015,NE,Boyd County,13217,0.0
1691,31017,NE,Brown County,48132,0.0
1692,31019,NE,Buffalo County,739878,0.0
1693,31021,NE,Burt County,40579,0.0
1694,31023,NE,Butler County,72333,0.0
1695,31025,NE,Cass County,183630,0.0
1696,31027,NE,Cedar County,121798,0.0
1697,31029,NE,Chase County,60445,0.0
1698,31031,NE,Cherry County,78284,0.0
1699,31033,NE,Cheyenne County,0,0.0
1700,31035,NE,Clay County,60659,0.0
1701,31037,NE,Colfax County,107576,0.0
1702,31039,NE,Cuming County,174641,0.0
1703,31041,NE,Custer County,118022,0.0
1704,31043,NE,Dakota County,170315,0.0
1705,31045,NE,Dawes County,164591,0.0
1706,31047,NE,Dawson County,345341,0.0
1707,31049,NE,Deuel County,102008,0.0
1708,31051,NE,Dixon County,37054,0.0
1709,31053,NE,Dodge County,665022,0.0
1710,31055,NE,Douglas County,8109038,4.4
1711,31057,NE,Dundy County,14035,0.0
1712,31059,NE,Fillmore County,39676,0.0
1713,31061,NE,Franklin County,17262,0.0
1714,31063,NE,Frontier County,14785,0.0
1715,31065,NE,Furnas County,50222,0.0
1716,31067,NE,Gage County,238113,0.0
1717,31069,NE,Garden County,12385,0.0
1718,31071,NE,Garfield County,27142,0.0
1719,31073,NE,Gosper County,2343,0.0
1720,31075,NE,Grant County,0,0.0
1721,31077,NE,Greeley County,25361,0.0
1722,31079,NE,Hall County,1087733,0.0
1723,31081,NE,Hamilton County,101126,0.0
1724,31083,NE,Harlan County,25999,0.0
1725,31085,NE,Hayes County,0,0.0
1726,31087,NE,Hitchcock County,0,0.0
1727,31089,NE,Holt County,143200,0.0
1728,31091,NE,Hooker County,0,0.0
1729,31093,NE,Howard County,48446,0.0
1730,31095,NE,Jefferson County,124811,0.0
1731,31097,NE,Johnson County,34432,0.0
1732,31099,NE,Kearney County,29729,0.0
1733,31101,NE,Keith County,203776,0.0
1734,31103,NE,Keya Paha County,0,0.0
1735,31105,NE,Kimball County,49041,0.0
1736,31107,NE,Knox County,82386,0.0
1737,31109,NE,Lancaster County,3662691,1.6
1738,31111,NE,Lincoln County,634917,0.0
1739,31113,NE,Logan County,0,0.0
1740,31115,NE,Loup County,0,0.0
1741,31117,NE,McPherson County,0,0.0
1742,31119,NE,Madison County,649732,0.0
1743,31121,NE,Merrick County,45568,0.0
1744,31123,NE,Morrill County,46228,0.0
1745,31125,NE,Nance County,22402,0.0
1746,31127,NE,Nemaha County,59321,0.0
1747,31129,NE,Nuckolls County,53345,0.0
1748,31131,NE,Otoe County,146815,0.0
1749,31133,NE,Pawnee County,14362,0.0
1750,31135,NE,Perkins County,44652,0.0
1751,31137,NE,Phelps County,94533,0.0
1752,31139,NE,Pierce County,41414,0.0
1753,31141,NE,Platte County,494298,0.0
1754,31143,NE,Polk County,35465,0.0
1755,31145,NE,Red Willow County,175905,0.0
1756,31147,NE,Richardson County,70387,0.0
1757,31149,NE,Rock County,0,0.0
1758,31151,NE,Saline County,102412,0.0
1759,31153,NE,Sarpy County,2285801,2.3
1760,31155,NE,Saunders County,148986,0.0
1761,31157,NE,Scotts Bluff County,519759,0.0
1762,31159,NE,Seward County,109761,0.0
1763,31161,NE,Sheridan County,50250,0.0
1764,31163,NE,Sherman County,35456,0.0
1765,31165,NE,Sioux County,0,0.0
1766,31167,NE,Stanton County,33003,0.0
1767,31169,NE,Thayer County,54943,0.0
1768,31171,NE,Thomas County,0,0.0
1769,31173,NE,Thurston County,54072,0.0
1770,31175,NE,Valley County,66843,0.0
1771,31177,NE,Washington County,642646,0.0
1772,31179,NE,Wayne County,79455,0.0
1773,31181,NE,Webster County,23738,0.0
1774,31183,NE,Wheeler County,0,0.0
1775,31185,NE,York County,241319,0.0
1776,32000,,Nevada,37433983,3.9
1777,32001,NV,Churchill County,265255,0.0
1778,32003,NV,Clark County,26676633,5.2
1779,32005,NV,Douglas County,670386,0.0
1780,32007,NV,Elko County,791435,1.4
1781,32009,NV,Esmeralda County,0,0.0
1782,32011,NV,Eureka County,16289,0.0
1783,32013,NV,Humboldt County,333593,0.0
1784,32015,NV,Lander County,54981,0.0
1785,32017,NV,Lincoln County,31053,0.0
1786,32019,NV,Lyon County,371385,1.6
1787,32021,NV,Mineral County,0,0.0
1788,32023,NV,Nye County,396798,0.0
1789,32027,NV,Pershing County,43044,0.0
1790,32029,NV,Storey County,6765,0.0
1791,32031,NV,Washoe County,6667427,1.0
1792,32033,NV,White Pine County,88805,0.0
1793,32510,NV,Carson City,991506,0.6
1794,33000,,New Hampshire,25353874,0.5
1795,33001,NH,Belknap County,1348651,0.0
1796,33003,NH,Carroll County,889015,0.0
1797,33005,NH,Cheshire County,1649001,0.0
1798,33007,NH,Coos County,602906,0.0
1799,33009,NH,Grafton County,1961272,0.0
1800,33011,NH,Hillsborough County,7647259,0.9
1801,33013,NH,Merrimack County,2605617,0.0
1802,33015,NH,Rockingham County,6414862,0.5
1803,33017,NH,Strafford County,1672899,0.7
1804,33019,NH,Sullivan County,562392,0.0
1805,34000,,New Jersey,124813580,7.7
1806,34001,NJ,Atlantic County,4429395,7.0
1807,34003,NJ,Bergen County,16474977,4.6
1808,34005,NJ,Burlington County,7005059,8.8
1809,34007,NJ,Camden County,5859348,8.6
1810,34009,NJ,Cape May County,1584880,1.3
1811,34011,NJ,Cumberland County,1952706,9.5
1812,34013,NJ,Essex County,7750635,21.0
1813,34015,NJ,Gloucester County,4352549,7.6
1814,34017,NJ,Hudson County,6099871,11.8
1815,34019,NJ,Hunterdon County,2186600,0.0
1816,34021,NJ,Mercer County,5089133,7.6
1817,34023,NJ,Middlesex County,11131032,0.0
1818,34025,NJ,Monmouth County,11225081,3.1
1819,34027,NJ,Morris County,8756311,2.1
1820,34029,NJ,Ocean County,7307436,2.2
1821,34031,NJ,Passaic County,6598022,9.5
1822,34033,NJ,Salem County,669436,6.4
1823,34035,NJ,Somerset County,5755996,5.7
1824,34037,NJ,Sussex County,1722382,0.0
1825,34039,NJ,Union County,7312120,13.1
1826,34041,NJ,Warren County,1550611,2.7
1827,35000,,New Mexico,24469997,1.2
1828,35001,NM,Bernalillo County,9396128,1.8
1829,35003,NM,Catron County,7206,0.0
1830,35005,NM,Chaves County,836078,0.0
1831,35006,NM,Cibola County,217448,0.0
1832,35007,NM,Colfax County,158777,0.0
1833,35009,NM,Curry County,591302,1.8
1834,35011,NM,De Baca County,12426,0.0
1835,35013,NM,Do±a Ana County,1925550,0.8
1836,35015,NM,Eddy County,562792,1.2
1837,35017,NM,Grant County,261444,0.0
1838,35019,NM,Guadalupe County,109941,0.0
1839,35021,NM,Harding County,1270,0.0
1840,35023,NM,Hidalgo County,113382,0.0
1841,35025,NM,Lea County,765930,0.9
1842,35027,NM,Lincoln County,245639,0.0
1843,35028,NM,Los Alamos County,97901,0.0
1844,35029,NM,Luna County,236777,0.0
1845,35031,NM,McKinley County,926423,0.0
1846,35033,NM,Mora County,14120,0.0
1847,35035,NM,Otero County,527819,0.0
1848,35037,NM,Quay County,143904,0.0
1849,35039,NM,Rio Arriba County,313533,0.0
1850,35041,NM,Roosevelt County,166682,0.0
1851,35043,NM,Sandoval County,1117438,1.6
1852,35045,NM,San Juan County,1742017,1.2
1853,35047,NM,San Miguel County,277210,0.0
1854,35049,NM,Santa Fe County,2426284,0.7
1855,35051,NM,Sierra County,82782,0.0
1856,35053,NM,Socorro County,126228,0.0
1857,35055,NM,Taos County,309212,0.0
1858,35057,NM,Torrance County,157502,0.0
1859,35059,NM,Union County,27509,0.0
1860,35061,NM,Valencia County,571343,1.3
1861,36000,,New York,230718065,10.4
1862,36001,NY,Albany County,5404372,0.0
1863,36003,NY,Allegany County,276686,0.0
1864,36005,NY,Bronx County,5539827,34.9
1865,36007,NY,Broome County,2573019,1.9
1866,36009,NY,Cattaraugus County,1008952,0.0
1867,36011,NY,Cayuga County,884034,0.0
1868,36013,NY,Chautauqua County,1364052,1.8
1869,36015,NY,Chemung County,1207246,3.2
1870,36017,NY,Chenango County,518164,0.0
1871,36019,NY,Clinton County,1195037,0.0
1872,36021,NY,Columbia County,638351,0.0
1873,36023,NY,Cortland County,523122,0.0
1874,36025,NY,Delaware County,389577,0.0
1875,36027,NY,Dutchess County,3599202,5.1
1876,36029,NY,Erie County,11217146,4.5
1877,36031,NY,Essex County,429194,0.0
1878,36033,NY,Franklin County,476393,0.0
1879,36035,NY,Fulton County,577056,0.0
1880,36037,NY,Genesee County,705717,0.0
1881,36039,NY,Greene County,622994,0.0
1882,36041,NY,Hamilton County,31894,0.0
1883,36043,NY,Herkimer County,503108,0.0
1884,36045,NY,Jefferson County,1867704,0.0
1885,36047,NY,Kings County,15431858,20.8
1886,36049,NY,Lewis County,175759,0.0
1887,36051,NY,Livingston County,586479,0.0
1888,36053,NY,Madison County,665908,0.0
1889,36055,NY,Monroe County,8496065,6.3
1890,36057,NY,Montgomery County,621786,3.0
1891,36059,NY,Nassau County,24312618,6.4
1892,36061,NY,New York County,38797518,8.7
1893,36063,NY,Niagara County,2075125,0.0
1894,36065,NY,Oneida County,2751013,2.3
1895,36067,NY,Onondaga County,6363051,4.1
1896,36069,NY,Ontario County,1894245,0.0
1897,36071,NY,Orange County,5729216,7.5
1898,36073,NY,Orleans County,262619,0.0
1899,36075,NY,Oswego County,994135,0.0
1900,36077,NY,Otsego County,932374,0.0
1901,36079,NY,Putnam County,922315,5.1
1902,36081,NY,Queens County,14587146,14.4
1903,36083,NY,Rensselaer County,1384387,2.7
1904,36085,NY,Richmond County,3850133,7.3
1905,36087,NY,Rockland County,3866839,7.3
1906,36089,NY,St. Lawrence County,1238804,0.0
1907,36091,NY,Saratoga County,4506435,1.0
1908,36093,NY,Schenectady County,1664349,5.0
1909,36095,NY,Schoharie County,268923,0.0
1910,36097,NY,Schuyler County,179850,0.0
1911,36099,NY,Seneca County,426239,1.4
1912,36101,NY,Steuben County,1076914,0.0
1913,36103,NY,Suffolk County,23319943,4.5
1914,36105,NY,Sullivan County,815240,4.1
1915,36107,NY,Tioga County,302210,0.0
1916,36109,NY,Tompkins County,1018298,0.9
1917,36111,NY,Ulster County,2241099,0.0
1918,36113,NY,Warren County,1382215,0.0
1919,36115,NY,Washington County,485551,0.0
1920,36117,NY,Wayne County,816657,1.0
1921,36119,NY,Westchester County,14205055,8.9
1922,36121,NY,Wyoming County,337990,0.0
1923,36123,NY,Yates County,178857,0.0
1924,37000,,North Carolina,114578173,10.5
1925,37001,NC,Alamance County,1968813,8.7
1926,37003,NC,Alexander County,216769,0.0
1927,37005,NC,Alleghany County,73665,0.0
1928,37007,NC,Anson County,180010,28.0
1929,37009,NC,Ashe County,292410,0.0
1930,37011,NC,Avery County,197646,0.0
1931,37013,NC,Beaufort County,573361,0.0
1932,37015,NC,Bertie County,93015,23.6
1933,37017,NC,Bladen County,196691,0.0
1934,37019,NC,Brunswick County,1004231,4.7
1935,37021,NC,Buncombe County,3597871,1.7
1936,37023,NC,Burke County,661178,4.3
1937,37025,NC,Cabarrus County,2807782,6.8
1938,37027,NC,Caldwell County,648606,1.7
1939,37029,NC,Camden County,26999,0.0
1940,37031,NC,Carteret County,979612,0.9
1941,37033,NC,Caswell County,52986,0.0
1942,37035,NC,Catawba County,2683077,0.0
1943,37037,NC,Chatham County,559438,0.0
1944,37039,NC,Cherokee County,404019,1.0
1945,37041,NC,Chowan County,136106,0.0
1946,37043,NC,Clay County,133702,0.0
1947,37045,NC,Cleveland County,928777,7.7
1948,37047,NC,Columbus County,527600,0.0
1949,37049,NC,Craven County,1111719,0.0
1950,37051,NC,Cumberland County,3897360,23.7
1951,37053,NC,Currituck County,263948,0.0
1952,37055,NC,Dare County,869102,0.0
1953,37057,NC,Davidson County,1264173,3.3
1954,37059,NC,Davie County,407832,0.0
1955,37061,NC,Duplin County,412609,12.8
1956,37063,NC,Durham County,3135341,24.6
1957,37065,NC,Edgecombe County,324723,31.3
1958,37067,NC,Forsyth County,5202887,13.0
